Product_ID,Product Name,Category,Shelf Number,Quantity Available,Reorder_Level,Supplier_Name,Purchase_Price,Selling_Price,Last_Stock_Update,Order_Status,Total Sales Volume,Total Revenue,Profit per Unit,Profit Margin (%),Stock Turnover Rate,Storage Space (cubic ft),Warehouse Section,Profit_Margin (%)
1155.0,Electric Kettle,Appliances,O2,26.0,12.0,Storage Solutions,257.84,462.73,6/4/2025,Available,267.0,123548.91,204.89,40.0,10.26923077,11.0,B,44.28
1156.0,Headphones,Electronics,L9,25.0,13.0,IKEA Supplies,492.54,594.88,6/5/2025,Low Stock,286.0,170135.68,102.34,40.0,11.44,11.0,C,17.2
1157.0,Monitor Stand,Electronics,K4,74.0,13.0,TechCorp,100.12,184.65,6/6/2025,Available,224.0,41361.6,84.53,40.0,3.027027027,31.0,A,45.78
1158.0,Bookshelf,Furniture,A4,5.0,5.0,IKEA Supplies,632.16,742.14,6/7/2025,Out of Stock,149.0,110578.86,109.98,40.0,29.8,49.0,D,14.82
1159.0,USB Hub,Electronics,N5,9.0,5.0,IKEA Supplies,496.72,865.54,6/8/2025,Available,404.0,349678.16,368.82,40.0,44.88888889,16.0,C,42.61
1160.0,Leather Sofa,Furniture,J3,16.0,6.0,Light Co.,140.48,232.41,6/9/2025,Out of Stock,301.0,69955.41,91.93,40.0,18.8125,44.0,A,39.56
1161.0,Dishwasher,Appliances,W4,94.0,9.0,Home Essentials,97.71,113.8,6/10/2025,Available,406.0,46202.8,16.09,40.0,4.319148936,17.0,D,14.14
1162.0,Hanging Light,Lighting,I6,50.0,6.0,Storage Solutions,29.37,43.17,6/11/2025,Low Stock,207.0,8936.19,13.8,40.0,4.14,36.0,C,31.97
1163.0,Office Chair,Furniture,Q6,38.0,9.0,IKEA Supplies,357.55,649.13,6/12/2025,Low Stock,257.0,166826.41,291.58,40.0,6.763157895,13.0,D,44.92
1164.0,Shoe Rack,Storage,O8,53.0,11.0,Storage Solutions,552.68,614.95,6/13/2025,Available,331.0,203548.45,62.27,40.0,6.245283019,22.0,A,10.13
1165.0,Storage Cabinet,Storage,H3,82.0,2.0,IKEA Supplies,322.66,555.76,6/14/2025,Available,102.0,56687.52,233.1,40.0,1.243902439,8.0,B,41.94
1166.0,USB Hub,Electronics,J1,94.0,13.0,TechCorp,208.8,247.31,6/15/2025,Low Stock,339.0,83838.09,38.51,40.0,3.606382979,46.0,A,15.57
1167.0,Projector,Electronics,S6,49.0,11.0,IKEA Supplies,238.85,403.09,6/16/2025,Out of Stock,293.0,118105.37,164.24,40.0,5.979591837,29.0,B,40.75
1168.0,Cutlery Set,Lighting,U6,31.0,10.0,Light Co.,398.1,602.59,6/17/2025,Low Stock,443.0,266947.37,204.49,40.0,14.29032258,39.0,D,33.94
1169.0,Mattress,Other,U8,77.0,7.0,Home Essentials,305.41,506.83,6/18/2025,Out of Stock,258.0,130762.14,201.42,40.0,3.350649351,16.0,B,39.74
1170.0,Wall Mirror,Lighting,J5,30.0,4.0,TechCorp,685.03,988.03,6/19/2025,Available,289.0,285540.67,303.0,40.0,9.633333333,26.0,A,30.67
1171.0,Wall Mirror,Lighting,R5,51.0,14.0,IKEA Supplies,135.98,153.71,6/20/2025,Available,57.0,8761.47,17.73,40.0,1.117647059,42.0,D,11.53
1172.0,Storage Cabinet,Storage,V1,90.0,9.0,Storage Solutions,386.88,701.24,6/21/2025,Out of Stock,416.0,291715.84,314.36,40.0,4.622222222,26.0,D,44.83
1173.0,Side Table,Furniture,U0,60.0,10.0,TechCorp,260.79,416.23,6/22/2025,Available,51.0,21227.73,155.44,40.0,0.85,14.0,D,37.34
1174.0,Standing Mirror,Lighting,H9,98.0,7.0,TechCorp,319.26,439.64,6/23/2025,Out of Stock,114.0,50118.96,120.38,40.0,1.163265306,40.0,B,27.38
1175.0,Shoe Rack,Storage,P3,67.0,12.0,IKEA Supplies,591.91,723.25,6/24/2025,Reorder Needed,407.0,294362.75,131.34,40.0,6.074626866,10.0,C,18.16
1176.0,Portable Heater,Lighting,K6,52.0,8.0,TechCorp,594.83,698.59,6/25/2025,Low Stock,226.0,157881.34,103.76,40.0,4.346153846,41.0,B,14.85
1177.0,Folding Table,Furniture,H7,65.0,2.0,Storage Solutions,514.71,991.43,6/26/2025,Reorder Needed,194.0,192337.42,476.72,40.0,2.984615385,11.0,D,48.08
1178.0,Toaster,Appliances,A2,85.0,6.0,TechCorp,91.48,145.83,6/27/2025,Out of Stock,337.0,49144.71,54.35,40.0,3.964705882,18.0,B,37.27
1179.0,Shoe Rack,Storage,M2,30.0,6.0,Storage Solutions,89.95,122.03,6/28/2025,Low Stock,71.0,8664.13,32.08,40.0,2.366666667,33.0,B,26.29
1180.0,Toaster,Appliances,S8,40.0,11.0,IKEA Supplies,367.21,729.85,6/29/2025,Out of Stock,63.0,45980.55,362.64,40.0,1.575,48.0,D,49.69
1181.0,Swivel Chair,Furniture,I6,5.0,5.0,Home Essentials,354.72,586.82,6/30/2025,Low Stock,474.0,278152.68,232.1,40.0,94.8,5.0,A,39.55
1182.0,Microwave,Appliances,Z5,12.0,7.0,TechCorp,197.78,288.68,7/1/2025,Low Stock,473.0,136545.64,90.9,40.0,39.41666667,44.0,A,31.49
1183.0,Hanging Light,Lighting,M2,56.0,8.0,Home Essentials,53.15,97.83,7/2/2025,Low Stock,281.0,27490.23,44.68,40.0,5.017857143,41.0,C,45.67
1184.0,Glassware Set,Lighting,J1,83.0,10.0,Storage Solutions,67.48,103.95,7/3/2025,Low Stock,151.0,15696.45,36.47,40.0,1.819277108,15.0,A,35.08
1185.0,Gaming Chair,Furniture,F3,51.0,2.0,TechCorp,797.36,896.31,7/4/2025,Out of Stock,98.0,87838.38,98.95,40.0,1.921568627,19.0,D,11.04
1186.0,Wall Clock,Lighting,I6,60.0,7.0,Light Co.,180.38,208.03,7/5/2025,Low Stock,58.0,12065.74,27.65,40.0,0.966666667,35.0,B,13.29
1187.0,Handheld Vacuum,Appliances,E6,90.0,8.0,Home Essentials,226.19,336.9,7/6/2025,Low Stock,232.0,78160.8,110.71,40.0,2.577777778,16.0,B,32.86
1188.0,Wardrobe,Furniture,S8,18.0,4.0,TechCorp,199.61,242.12,7/7/2025,Reorder Needed,318.0,76994.16,42.51,40.0,17.66666667,44.0,C,17.56
1189.0,Cutlery Set,Lighting,U6,94.0,9.0,Home Essentials,295.82,367.9,7/8/2025,Available,262.0,96389.8,72.08,40.0,2.787234043,48.0,B,19.59
1190.0,Gaming Console,Electronics,V9,32.0,6.0,TechCorp,66.06,88.04,7/9/2025,Available,466.0,41026.64,21.98,40.0,14.5625,22.0,B,24.97
1191.0,USB Hub,Electronics,Y2,91.0,10.0,IKEA Supplies,426.42,528.68,7/10/2025,Reorder Needed,355.0,187681.4,102.26,40.0,3.901098901,6.0,B,19.34
1192.0,Clothes Dryer,Appliances,X5,82.0,6.0,Home Essentials,48.13,86.26,7/11/2025,Reorder Needed,210.0,18114.6,38.13,40.0,2.56097561,29.0,C,44.2
1193.0,Power Bank,Electronics,E4,92.0,10.0,Light Co.,665.46,804.35,7/12/2025,Out of Stock,250.0,201087.5,138.89,40.0,2.717391304,16.0,A,17.27
1194.0,Water Purifier,Appliances,X3,6.0,11.0,Light Co.,201.79,249.04,7/13/2025,Out of Stock,310.0,77202.4,47.25,40.0,51.66666667,6.0,B,18.97
1195.0,Cookware Set,Lighting,X5,30.0,5.0,Storage Solutions,460.88,549.21,7/14/2025,Out of Stock,366.0,201010.86,88.33,40.0,12.2,41.0,B,16.08
1196.0,Standing Mirror,Lighting,O2,18.0,10.0,TechCorp,454.36,882.48,7/15/2025,Reorder Needed,97.0,85600.56,428.12,40.0,5.388888889,43.0,A,48.51
1197.0,Measuring Cups,Lighting,Z1,63.0,6.0,Home Essentials,538.88,657.86,7/16/2025,Reorder Needed,359.0,236171.74,118.98,40.0,5.698412698,9.0,B,18.09
1198.0,Storage Cabinet,Storage,N3,60.0,11.0,Storage Solutions,411.1,542.3,7/17/2025,Low Stock,191.0,103579.3,131.2,40.0,3.183333333,48.0,C,24.19
1199.0,Electric Kettle,Appliances,Q8,11.0,10.0,Home Essentials,214.72,337.85,7/18/2025,Out of Stock,278.0,93922.3,123.13,40.0,25.27272727,20.0,C,36.45
1200.0,Desktop Computer,Electronics,U8,7.0,4.0,TechCorp,299.84,346.34,7/19/2025,Out of Stock,366.0,126760.44,46.5,40.0,52.28571429,49.0,A,13.43
1201.0,Rocking Chair,Furniture,Y4,27.0,5.0,Light Co.,341.25,676.1,7/20/2025,Out of Stock,467.0,315738.7,334.85,40.0,17.2962963,21.0,A,49.53
1202.0,Wall Shelf,Furniture,A2,22.0,10.0,IKEA Supplies,760.51,994.26,7/21/2025,Available,220.0,218737.2,233.75,40.0,10.0,26.0,D,23.51
1203.0,Microwave,Appliances,U0,42.0,11.0,Light Co.,370.37,668.6,7/22/2025,Low Stock,164.0,109650.4,298.23,40.0,3.904761905,36.0,B,44.61
1204.0,USB Hub,Electronics,N3,19.0,12.0,Storage Solutions,335.5,566.63,7/23/2025,Out of Stock,72.0,40797.36,231.13,40.0,3.789473684,38.0,B,40.79
1205.0,Bed Frame,Furniture,E6,68.0,7.0,IKEA Supplies,410.67,736.04,7/24/2025,Out of Stock,334.0,245837.36,325.37,40.0,4.911764706,40.0,A,44.21
1206.0,Measuring Cups,Lighting,M8,93.0,3.0,Storage Solutions,238.14,475.9,7/25/2025,Out of Stock,398.0,189408.2,237.76,40.0,4.279569892,34.0,C,49.96
1207.0,Filing Cabinet,Furniture,E8,32.0,8.0,TechCorp,59.18,78.94,7/26/2025,Available,310.0,24471.4,19.76,40.0,9.6875,47.0,B,25.03
1208.0,Bluetooth Earbuds,Electronics,Y0,78.0,3.0,IKEA Supplies,368.93,571.05,7/27/2025,Available,493.0,281527.65,202.12,40.0,6.320512821,36.0,A,35.39
1209.0,Rice Cooker,Appliances,P1,43.0,12.0,Storage Solutions,765.46,958.47,7/28/2025,Reorder Needed,289.0,276997.83,193.01,40.0,6.720930233,19.0,C,20.14
1210.0,Patio Set,Furniture,D5,61.0,3.0,TechCorp,117.78,191.8,7/29/2025,Low Stock,259.0,49676.2,74.02,40.0,4.245901639,5.0,D,38.59
1211.0,Bed Frame,Furniture,O2,21.0,12.0,Light Co.,394.62,696.2,7/30/2025,Reorder Needed,429.0,298669.8,301.58,40.0,20.42857143,48.0,B,43.32
1212.0,Footstool,Furniture,R1,90.0,2.0,TechCorp,183.89,216.92,7/31/2025,Low Stock,357.0,77440.44,33.03,40.0,3.966666667,39.0,A,15.23
1213.0,External Hard Drive,Electronics,C2,94.0,12.0,Home Essentials,422.96,545.11,8/1/2025,Available,240.0,130826.4,122.15,40.0,2.553191489,18.0,B,22.41
1214.0,Electric Kettle,Appliances,G2,48.0,12.0,TechCorp,59.5,114.74,8/2/2025,Out of Stock,385.0,44174.9,55.24,40.0,8.020833333,10.0,A,48.14
1215.0,Wireless Speaker,Electronics,G4,29.0,13.0,TechCorp,261.71,461.36,8/3/2025,Reorder Needed,69.0,31833.84,199.65,40.0,2.379310345,7.0,A,43.27
1216.0,Dish Rack,Other,M0,21.0,12.0,Home Essentials,573.75,761.04,8/4/2025,Out of Stock,484.0,368343.36,187.29,40.0,23.04761905,6.0,A,24.61
1217.0,Gaming Chair,Furniture,A4,17.0,4.0,Storage Solutions,282.71,360.62,8/5/2025,Reorder Needed,385.0,138838.7,77.91,40.0,22.64705882,44.0,A,21.6
1218.0,Storage Cabinet,Storage,P5,88.0,7.0,Storage Solutions,360.62,671.61,8/6/2025,Available,181.0,121561.41,310.99,40.0,2.056818182,15.0,C,46.31
1219.0,Standing Fan,Lighting,E8,29.0,9.0,TechCorp,654.65,799.54,8/7/2025,Available,365.0,291832.1,144.89,40.0,12.5862069,14.0,A,18.12
1220.0,Duvet Cover,Other,X5,72.0,10.0,Home Essentials,574.89,928.63,8/8/2025,Available,302.0,280446.26,353.74,40.0,4.194444444,22.0,C,38.09
1221.0,Electric Kettle,Appliances,I8,14.0,8.0,Home Essentials,185.85,249.95,8/9/2025,Reorder Needed,493.0,123225.35,64.1,40.0,35.21428571,16.0,D,25.65
1222.0,Measuring Cups,Lighting,V3,71.0,5.0,Light Co.,295.24,411.33,8/10/2025,Low Stock,145.0,59642.85,116.09,40.0,2.042253521,48.0,D,28.22
1223.0,Laptop Stand,Electronics,S2,22.0,7.0,Storage Solutions,138.75,169.37,8/11/2025,Reorder Needed,80.0,13549.6,30.62,40.0,3.636363636,45.0,D,18.08
1224.0,LED Lamp,Lighting,V9,90.0,6.0,IKEA Supplies,730.08,992.63,8/12/2025,Low Stock,333.0,330545.79,262.55,40.0,3.7,41.0,B,26.45
1225.0,Portable Cooler,Other,G6,38.0,9.0,Storage Solutions,729.5,928.46,8/13/2025,Reorder Needed,70.0,64992.2,198.96,40.0,1.842105263,13.0,A,21.43
1226.0,Standing Fan,Lighting,R3,12.0,2.0,Storage Solutions,276.4,549.16,8/14/2025,Reorder Needed,140.0,76882.4,272.76,40.0,11.66666667,41.0,B,49.67
1227.0,Patio Set,Furniture,K0,44.0,2.0,Light Co.,635.71,845.19,8/15/2025,Available,321.0,271305.99,209.48,40.0,7.295454545,34.0,B,24.78
1228.0,Bar Stool,Furniture,L7,87.0,14.0,IKEA Supplies,368.35,530.54,8/16/2025,Out of Stock,316.0,167650.64,162.19,40.0,3.632183908,6.0,D,30.57
1229.0,Blender,Appliances,N9,46.0,12.0,Light Co.,452.96,631.11,8/17/2025,Out of Stock,401.0,253075.11,178.15,40.0,8.717391304,12.0,D,28.23
1230.0,Folding Table,Furniture,W2,45.0,7.0,IKEA Supplies,89.99,107.34,8/18/2025,Low Stock,76.0,8157.84,17.35,40.0,1.688888889,15.0,B,16.16
1231.0,Coffee Maker,Appliances,R1,10.0,11.0,TechCorp,507.43,760.17,8/19/2025,Out of Stock,293.0,222729.81,252.74,40.0,29.3,33.0,D,33.25
1232.0,Desk Organizer,Storage,L3,56.0,13.0,IKEA Supplies,75.72,145.16,8/20/2025,Reorder Needed,472.0,68515.52,69.44,40.0,8.428571429,17.0,B,47.84
1233.0,Projector,Electronics,E4,30.0,3.0,Light Co.,622.87,829.55,8/21/2025,Reorder Needed,110.0,91250.5,206.68,40.0,3.666666667,49.0,A,24.91
1234.0,Wall Shelf,Furniture,C8,68.0,6.0,Storage Solutions,538.53,786.39,8/22/2025,Available,110.0,86502.9,247.86,40.0,1.617647059,26.0,D,31.52
1235.0,Rocking Chair,Furniture,I4,63.0,2.0,IKEA Supplies,576.47,714.57,8/23/2025,Available,248.0,177213.36,138.1,40.0,3.936507937,41.0,C,19.33
1236.0,Desktop Computer,Electronics,F5,60.0,8.0,IKEA Supplies,48.52,55.44,8/24/2025,Out of Stock,94.0,5211.36,6.92,40.0,1.566666667,19.0,C,12.48
1237.0,External Hard Drive,Electronics,O4,63.0,2.0,Home Essentials,214.58,317.07,8/25/2025,Low Stock,493.0,156315.51,102.49,40.0,7.825396825,45.0,C,32.32
1238.0,Swivel Chair,Furniture,I6,74.0,5.0,Storage Solutions,217.21,277.85,8/26/2025,Out of Stock,149.0,41399.65,60.64,40.0,2.013513514,43.0,B,21.82
1239.0,Wall Shelf,Furniture,B1,37.0,10.0,TechCorp,279.26,372.93,8/27/2025,Out of Stock,496.0,184973.28,93.67,40.0,13.40540541,38.0,A,25.12
1240.0,Bread Maker,Appliances,F1,57.0,2.0,Light Co.,77.85,105.89,8/28/2025,Out of Stock,324.0,34308.36,28.04,40.0,5.684210526,9.0,A,26.48
1241.0,Shoe Rack,Storage,R9,26.0,5.0,TechCorp,664.13,938.22,8/29/2025,Out of Stock,221.0,207346.62,274.09,40.0,8.5,48.0,D,29.21
1242.0,Desk Organizer,Storage,R1,25.0,7.0,Storage Solutions,464.51,562.73,8/30/2025,Reorder Needed,333.0,187389.09,98.22,40.0,13.32,46.0,C,17.45
1243.0,Desk Organizer,Storage,O4,74.0,7.0,IKEA Supplies,194.89,319.41,8/31/2025,Low Stock,478.0,152677.98,124.52,40.0,6.459459459,15.0,D,38.98
1244.0,Induction Stove,Appliances,Z1,74.0,13.0,IKEA Supplies,325.72,409.04,9/1/2025,Reorder Needed,81.0,33132.24,83.32,40.0,1.094594595,45.0,C,20.37
1245.0,Duvet Cover,Other,K6,8.0,14.0,Storage Solutions,375.61,458.26,9/2/2025,Low Stock,449.0,205758.74,82.65,40.0,56.125,18.0,A,18.04
1246.0,Ironing Board,Appliances,M0,98.0,9.0,IKEA Supplies,305.96,608.58,9/3/2025,Available,293.0,178313.94,302.62,40.0,2.989795918,37.0,B,49.73
1247.0,Projector,Electronics,T1,79.0,2.0,IKEA Supplies,316.32,525.37,9/4/2025,Out of Stock,339.0,178100.43,209.05,40.0,4.291139241,24.0,D,39.79
1248.0,Dishwasher,Appliances,S8,66.0,8.0,IKEA Supplies,811.71,921.0,9/5/2025,Reorder Needed,451.0,415371.0,109.29,40.0,6.833333333,43.0,D,11.87
1249.0,Swivel Chair,Furniture,M8,66.0,2.0,Light Co.,307.42,507.02,9/6/2025,Low Stock,486.0,246411.72,199.6,40.0,7.363636364,28.0,C,39.37
1250.0,Bar Stool,Furniture,V5,98.0,14.0,Light Co.,609.5,992.31,9/7/2025,Available,331.0,328454.61,382.81,40.0,3.37755102,17.0,D,38.58
1251.0,Smart TV,Electronics,Q2,99.0,8.0,Home Essentials,677.24,854.4,9/8/2025,Available,253.0,216163.2,177.16,40.0,2.555555556,35.0,D,20.74
1252.0,USB Hub,Electronics,K0,28.0,4.0,TechCorp,150.63,224.34,9/9/2025,Out of Stock,138.0,30958.92,73.71,40.0,4.928571429,7.0,C,32.86
1253.0,USB Hub,Electronics,H1,59.0,12.0,Storage Solutions,637.01,931.98,9/10/2025,Low Stock,284.0,264682.32,294.97,40.0,4.813559322,10.0,C,31.65
1254.0,Extension Cord,Storage,L9,13.0,9.0,Storage Solutions,100.99,134.04,9/11/2025,Reorder Needed,400.0,53616.0,33.05,40.0,30.76923077,17.0,A,24.66
1255.0,Headphones,Electronics,V5,7.0,4.0,Storage Solutions,587.84,821.1,9/12/2025,Out of Stock,475.0,390022.5,233.26,40.0,67.85714286,17.0,D,28.41
1256.0,Folding Table,Furniture,F7,35.0,14.0,Home Essentials,231.97,393.01,9/13/2025,Reorder Needed,134.0,52663.34,161.04,40.0,3.828571429,15.0,A,40.98
1257.0,Bookshelf,Furniture,R7,44.0,2.0,Light Co.,738.05,880.41,9/14/2025,Available,193.0,169919.13,142.36,40.0,4.386363636,36.0,B,16.17
1258.0,Dining Table,Furniture,A0,40.0,14.0,Home Essentials,741.39,870.7,9/15/2025,Reorder Needed,203.0,176752.1,129.31,40.0,5.075,45.0,D,14.85
1259.0,Cushion Set,Lighting,H9,28.0,14.0,Storage Solutions,510.47,809.81,9/16/2025,Reorder Needed,109.0,88269.29,299.34,40.0,3.892857143,29.0,C,36.96
1260.0,Storage Cabinet,Storage,I0,99.0,9.0,TechCorp,676.93,794.23,9/17/2025,Out of Stock,181.0,143755.63,117.3,40.0,1.828282828,7.0,C,14.77
1261.0,Cable Management Box,Storage,M6,10.0,4.0,IKEA Supplies,163.61,318.59,9/18/2025,Reorder Needed,229.0,72957.11,154.98,40.0,22.9,48.0,B,48.65
1262.0,Headphones,Electronics,D3,70.0,3.0,Light Co.,83.25,99.3,9/19/2025,Out of Stock,72.0,7149.6,16.05,40.0,1.028571429,48.0,D,16.16
1263.0,Wardrobe,Furniture,F7,88.0,2.0,Light Co.,228.98,414.92,9/20/2025,Available,447.0,185469.24,185.94,40.0,5.079545455,37.0,C,44.81
1264.0,Chandelier,Lighting,R3,96.0,4.0,Home Essentials,170.67,190.05,9/21/2025,Out of Stock,117.0,22235.85,19.38,40.0,1.21875,8.0,C,10.2
1265.0,Dishwasher,Appliances,Q2,79.0,3.0,Light Co.,534.02,701.05,9/22/2025,Out of Stock,246.0,172458.3,167.03,40.0,3.113924051,27.0,B,23.83
1266.0,Swivel Chair,Furniture,D9,8.0,3.0,Storage Solutions,210.47,359.18,9/23/2025,Low Stock,203.0,72913.54,148.71,40.0,25.375,43.0,D,41.4
1267.0,VR Headset,Electronics,Q2,83.0,7.0,Storage Solutions,489.54,976.1,9/24/2025,Reorder Needed,371.0,362133.1,486.56,40.0,4.469879518,9.0,D,49.85
1268.0,Patio Set,Furniture,S8,10.0,13.0,Home Essentials,463.73,648.15,9/25/2025,Available,425.0,275463.75,184.42,40.0,42.5,25.0,C,28.45
1269.0,Sound System,Electronics,B9,98.0,2.0,Storage Solutions,619.66,826.03,9/26/2025,Out of Stock,55.0,45431.65,206.37,40.0,0.56122449,6.0,C,24.98
1270.0,Digital Alarm Clock,Lighting,E2,55.0,3.0,TechCorp,130.82,149.87,9/27/2025,Available,487.0,72986.69,19.05,40.0,8.854545455,21.0,C,12.71
1271.0,Wall Mirror,Lighting,U2,66.0,7.0,Home Essentials,701.74,864.77,9/28/2025,Low Stock,196.0,169494.92,163.03,40.0,2.96969697,40.0,D,18.85
1272.0,Laundry Basket,Storage,R1,61.0,4.0,TechCorp,642.36,924.3,9/29/2025,Reorder Needed,464.0,428875.2,281.94,40.0,7.606557377,26.0,B,30.5
1273.0,Wall Clock,Lighting,U8,70.0,5.0,IKEA Supplies,375.11,497.32,9/30/2025,Out of Stock,462.0,229761.84,122.21,40.0,6.6,22.0,D,24.57
1274.0,Monitor Stand,Electronics,H3,83.0,2.0,TechCorp,499.92,614.13,10/1/2025,Reorder Needed,143.0,87820.59,114.21,40.0,1.722891566,35.0,C,18.6
1275.0,Ergonomic Keyboard,Electronics,S6,79.0,9.0,IKEA Supplies,675.17,769.51,10/2/2025,Low Stock,442.0,340123.42,94.34,40.0,5.594936709,15.0,A,12.26
1276.0,Bar Stool,Furniture,Q6,12.0,14.0,IKEA Supplies,161.51,191.34,10/3/2025,Low Stock,405.0,77492.7,29.83,40.0,33.75,6.0,B,15.59
1277.0,Monitor Stand,Electronics,T9,30.0,8.0,TechCorp,429.77,512.51,10/4/2025,Available,298.0,152727.98,82.74,40.0,9.933333333,34.0,B,16.14
1278.0,Filing Cabinet,Furniture,U6,55.0,8.0,Home Essentials,346.71,410.69,10/5/2025,Out of Stock,252.0,103493.88,63.98,40.0,4.581818182,30.0,D,15.58
1279.0,Microwave,Appliances,Y2,49.0,4.0,Storage Solutions,85.24,163.45,10/6/2025,Available,167.0,27296.15,78.21,40.0,3.408163265,7.0,B,47.85
1280.0,Electric Kettle,Appliances,N3,48.0,11.0,Storage Solutions,221.38,380.18,10/7/2025,Low Stock,316.0,120136.88,158.8,40.0,6.583333333,38.0,D,41.77
1281.0,Rice Cooker,Appliances,M2,9.0,11.0,IKEA Supplies,64.04,86.81,10/8/2025,Reorder Needed,187.0,16233.47,22.77,40.0,20.77777778,35.0,A,26.23
1282.0,Dish Rack,Other,A0,74.0,4.0,IKEA Supplies,30.7,45.3,10/9/2025,Available,421.0,19071.3,14.6,40.0,5.689189189,22.0,D,32.23
1283.0,Desktop Computer,Electronics,B3,30.0,3.0,Home Essentials,129.74,152.46,10/10/2025,Available,345.0,52598.7,22.72,40.0,11.5,32.0,B,14.9
1284.0,Swivel Chair,Furniture,Y8,72.0,13.0,Light Co.,817.71,963.85,10/11/2025,Reorder Needed,307.0,295901.95,146.14,40.0,4.263888889,9.0,C,15.16
1285.0,Bed Frame,Furniture,N3,23.0,2.0,TechCorp,296.25,558.54,10/12/2025,Available,289.0,161418.06,262.29,40.0,12.56521739,7.0,C,46.96
1286.0,Folding Table,Furniture,L1,88.0,8.0,IKEA Supplies,761.74,966.51,10/13/2025,Reorder Needed,104.0,100517.04,204.77,40.0,1.181818182,48.0,A,21.19
1287.0,Fitness Tracker,Electronics,P3,24.0,8.0,Storage Solutions,356.66,443.85,10/14/2025,Out of Stock,118.0,52374.3,87.19,40.0,4.916666667,31.0,A,19.64
1288.0,Swivel Chair,Furniture,L1,16.0,13.0,Home Essentials,221.8,325.58,10/15/2025,Reorder Needed,207.0,67395.06,103.78,40.0,12.9375,27.0,B,31.88
1289.0,Gaming Chair,Furniture,Z5,51.0,3.0,TechCorp,278.18,516.02,10/16/2025,Out of Stock,395.0,203827.9,237.84,40.0,7.745098039,46.0,C,46.09
1290.0,Vacuum Cleaner,Appliances,H7,5.0,8.0,Home Essentials,361.46,450.72,10/17/2025,Reorder Needed,133.0,59945.76,89.26,40.0,26.6,23.0,B,19.8
1291.0,Sound System,Electronics,R1,94.0,14.0,TechCorp,87.2,123.55,10/18/2025,Low Stock,405.0,50037.75,36.35,40.0,4.308510638,31.0,A,29.42
1292.0,Duvet Cover,Other,H3,18.0,9.0,TechCorp,401.67,648.01,10/19/2025,Low Stock,131.0,84889.31,246.34,40.0,7.277777778,30.0,C,38.01
1293.0,Induction Stove,Appliances,L9,68.0,2.0,IKEA Supplies,201.09,231.72,10/20/2025,Out of Stock,355.0,82260.6,30.63,40.0,5.220588235,30.0,B,13.22
1294.0,Dish Rack,Other,F5,42.0,10.0,Home Essentials,403.5,627.2,10/21/2025,Out of Stock,357.0,223910.4,223.7,40.0,8.5,8.0,C,35.67
1295.0,Ergonomic Keyboard,Electronics,D5,41.0,8.0,Home Essentials,368.56,657.2,10/22/2025,Low Stock,160.0,105152.0,288.64,40.0,3.902439024,10.0,C,43.92
1296.0,Cable Management Box,Storage,V7,15.0,4.0,Storage Solutions,135.69,168.98,10/23/2025,Out of Stock,239.0,40386.22,33.29,40.0,15.93333333,15.0,B,19.7
1297.0,Storage Box,Storage,B7,81.0,9.0,Storage Solutions,60.28,80.12,10/24/2025,Reorder Needed,367.0,29404.04,19.84,40.0,4.530864198,7.0,A,24.76
1298.0,LED Lamp,Lighting,L9,7.0,8.0,IKEA Supplies,417.91,785.15,10/25/2025,Reorder Needed,348.0,273232.2,367.24,40.0,49.71428571,7.0,B,46.77
1299.0,Smartphone Charger,Electronics,O0,37.0,12.0,IKEA Supplies,282.49,470.6,10/26/2025,Low Stock,353.0,166121.8,188.11,40.0,9.540540541,22.0,B,39.97
1300.0,Clothes Dryer,Appliances,T7,10.0,14.0,Light Co.,57.05,77.0,10/27/2025,Available,449.0,34573.0,19.95,40.0,44.9,49.0,D,25.91
